talk_id,name,title,description,url,duration,film_date,published_date,number_of_words,languages,comments,views,main_speaker,speaker_occupation,num_speaker,speed_of_speech,event,event_type,related_talks,tags,ratings,beautiful,confusing,courageous,fascinating,funny,informative,ingenious,inspiring,jaw-dropping,longwinded,ok,obnoxious,persuasive,unconvincing
1143,Jenna McCarthy: What you don't know about marriage,What you don't know about marriage,"In this funny, casual talk from TEDx, writer Jenna McCarthy shares surprising research on how marriages (especially happy marriages) really work. One tip: Do not try to win an Oscar for best actress.","https://www.ted.com/talks/jenna_mccarthy_what_you_don_t_know_about_marriage
",11.283333333333333,2011-11-11,2012-02-14,1578,38,353,4384497,Jenna McCarthy,Writer,1,139.8522895125554,TEDxAmericanRiviera,tedx,"[1915, 1993]","['TEDx', 'culture', 'humor', 'love', 'relationships', 'sex']","[{'id': 7, 'name': 'Funny', 'count': 1337}, {'id': 8, 'name': 'Informative', 'count': 527}, {'id': 26, 'name': 'Obnoxious', 'count': 425}, {'id': 10, 'name': 'Inspiring', 'count': 238}, {'id': 25, 'name': 'OK', 'count': 418}, {'id': 11, 'name': 'Longwinded', 'count': 136}, {'id': 21, 'name': 'Unconvincing', 'count': 519}, {'id': 9, 'name': 'Ingenious', 'count': 96}, {'id': 1, 'name': 'Beautiful', 'count': 107}, {'id': 22, 'name': 'Fascinating', 'count': 153}, {'id': 24, 'name': 'Persuasive', 'count': 137}, {'id': 2, 'name': 'Confusing', 'count': 68}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 3, 'name': 'Courageous', 'count': 45}]",107.0,68.0,45.0,153.0,1337.0,527.0,96.0,238.0,21.0,136.0,418.0,425.0,137.0,519.0
1144,"Inara George: ""Family Tree""","""Family Tree""","Singer Inara George and guitarist Mike Andrews play the quietly lovely love song ""Family Tree.""","https://www.ted.com/talks/inara_george_sings_family_tree
",3.316666666666667,2010-11-06,2012-02-14,0,0,15,217851,Inara George,Singer and songwriter,1,0.0,TEDxGreatPacificGarbagePatch,tedx,[],"['TEDx', 'family', 'live music', 'music', 'performance', 'singer']","[{'id': 7, 'name': 'Funny', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 10, 'name': 'Inspiring', 'count': 14}, {'id': 1, 'name': 'Beautiful', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 2}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 3, 'name': 'Courageous', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 8, 'name': 'Informative', 'count': 0}, {'id': 22, 'name': 'Fascinating', 'count': 0}]",38.0,2.0,5.0,0.0,8.0,0.0,6.0,14.0,4.0,3.0,30.0,7.0,2.0,4.0
1145,Lucien Engelen: Crowdsource your health,Crowdsource your health,"You can use your smartphone to find a local ATM, but what if you need a defibrillator? Lucien Engelen shows us online innovations that are changing the way we save lives, including a crowdsourced map of local AEDs.","https://www.ted.com/talks/lucien_engelen_crowdsource_your_health
",6.2,2011-04-04,2012-02-15,842,31,42,288585,Lucien Engelen,Healthcare innovator,1,135.80645161290323,TEDxMaastricht,tedx,[2428],"['TEDx', 'health', 'health care', 'medicine', 'public health', 'technology']","[{'id': 24, 'name': 'Persuasive', 'count': 38}, {'id': 8, 'name': 'Informative', 'count': 50}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 38}, {'id': 10, 'name': 'Inspiring', 'count': 29}, {'id': 22, 'name': 'Fascinating', 'count': 15}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 3, 'name': 'Courageous', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 6}]",2.0,8.0,2.0,15.0,6.0,50.0,38.0,29.0,4.0,3.0,27.0,2.0,38.0,17.0
1146,Simon Berrow: How do you save a shark you know nothing about?,How do you save a shark you know nothing about?,"They're the second-largest fish in the world, they're almost extinct, and we know almost nothing about them. In this talk, Simon Berrow describes the fascinating basking shark (""great fish of the sun"" in Irish), and the exceptional -- and wonderfully low-tech -- ways he's learning enough to save them.","https://www.ted.com/talks/simon_berrow_how_do_you_save_a_shark_you_know_nothing_about
",16.766666666666666,2010-03-29,2012-02-16,3256,25,44,478456,Simon Berrow,Marine biologist,1,194.1948310139165,TEDxDublin,tedx,"[699, 752, 783, 1729, 2149]","['TEDx', 'activism', 'animals', 'biology', 'climate change', 'conservation', 'ecology', 'environment', 'exploration', 'fish', 'genetics', 'oceans', 'science']","[{'id': 10, 'name': 'Inspiring', 'count': 29}, {'id': 8, 'name': 'Informative', 'count': 168}, {'id': 22, 'name': 'Fascinating', 'count': 68}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 7, 'name': 'Funny', 'count': 33}, {'id': 3, 'name': 'Courageous', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 39}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 16}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",19.0,9.0,8.0,68.0,33.0,168.0,39.0,29.0,19.0,19.0,40.0,0.0,16.0,6.0
1147,Paul Conneally: How mobile phones power disaster relief,How mobile phones power disaster relief,"The disastrous earthquake in Haiti taught humanitarian groups an unexpected lesson: the power of mobile devices to coordinate, inform and guide relief efforts. At TEDxRC2, Paul Conneally shows extraordinary examples of social media and other technologies becoming central to humanitarian aid.","https://www.ted.com/talks/paul_conneally_digital_humanitarianism
",10.95,2011-11-27,2012-02-17,1513,30,36,347644,Paul Conneally,Aid worker,1,138.17351598173516,TEDxRC2,tedx,"[633, 788, 2317]","['TEDx', 'disaster relief', 'global issues', 'natural disaster', 'social media', 'technology']","[{'id': 22, 'name': 'Fascinating', 'count': 24}, {'id': 8, 'name': 'Informative', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 37}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 24, 'name': 'Persuasive', 'count': 40}, {'id': 1, 'name': 'Beautiful', 'count': 2}, {'id': 21, 'name': 'Unconvincing', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4}, {'id': 9, 'name': 'Ingenious', 'count': 13}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 3, 'name': 'Courageous', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 0}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]",2.0,3.0,5.0,24.0,0.0,84.0,13.0,37.0,4.0,8.0,27.0,0.0,40.0,15.0
1148,Garth Lenz: The true cost of oil,The true cost of oil,"What does environmental devastation actually look like?  At TEDxVictoria, photographer Garth Lenz shares shocking photos of the Alberta Tar Sands mining project -- and the beautiful (and vital) ecosystems under threat.","https://www.ted.com/talks/garth_lenz_images_of_beauty_and_devastation
",17.666666666666668,2011-11-19,2012-02-18,2666,23,775,792779,Garth Lenz,Photographer,1,150.9056603773585,TEDxVictoria,tedx,[849],"['TEDx', 'environment', 'global issues', 'infrastructure', 'oil', 'photography']","[{'id': 24, 'name': 'Persuasive', 'count': 893}, {'id': 3, 'name': 'Courageous', 'count': 516}, {'id': 1, 'name': 'Beautiful', 'count': 117}, {'id': 23, 'name': 'Jaw-dropping', 'count': 763}, {'id': 10, 'name': 'Inspiring', 'count': 528}, {'id': 8, 'name': 'Informative', 'count': 660}, {'id': 21, 'name': 'Unconvincing', 'count': 95}, {'id': 11, 'name': 'Longwinded', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 116}, {'id': 9, 'name': 'Ingenious', 'count': 22}, {'id': 26, 'name': 'Obnoxious', 'count': 62}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 54}, {'id': 2, 'name': 'Confusing', 'count': 16}]",117.0,16.0,516.0,116.0,9.0,660.0,22.0,528.0,763.0,57.0,54.0,62.0,893.0,95.0
1149,Lucianne Walkowicz: Look up for a change,Look up for a change,How often do you see the true beauty of the night sky? TED Fellow Lucianne Walkowicz shows how light pollution is ruining the extraordinary -- and often ignored -- experience of seeing directly into space.,"https://www.ted.com/talks/lucianne_walkowicz_look_up_for_a_change
",11.15,2011-11-11,2012-02-19,0,0,80,175395,Lucianne Walkowicz,Stellar astronomer,1,0.0,TEDxPhoenix,tedx,[],"['NASA', 'Planets', 'TED Fellows', 'TEDx', 'activism', 'environment', 'global issues', 'pollution', 'science', 'space', 'technology', 'universe']","[{'id': 10, 'name': 'Inspiring', 'count': 169}, {'id': 22, 'name': 'Fascinating', 'count': 109}, {'id': 1, 'name': 'Beautiful', 'count': 138}, {'id': 8, 'name': 'Informative', 'count': 145}, {'id': 24, 'name': 'Persuasive', 'count': 90}, {'id': 25, 'name': 'OK', 'count': 49}, {'id': 11, 'name': 'Longwinded', 'count': 20}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 9, 'name': 'Ingenious', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 15}]",138.0,2.0,15.0,109.0,15.0,145.0,5.0,169.0,17.0,20.0,49.0,5.0,90.0,18.0
1150,Neil MacGregor: 2600 years of history in one object,2600 years of history in one object,"A clay cylinder covered in Akkadian cuneiform script, damaged and broken, the Cyrus Cylinder is a powerful symbol of religious tolerance and multi-culturalism. In this enthralling talk Neil MacGregor, Director of the British Museum, traces 2600 years of Middle Eastern history through this single object.","https://www.ted.com/talks/neil_macgregor_2600_years_of_history_in_one_object
",19.616666666666667,2011-07-13,2012-02-20,2777,35,305,983994,Neil MacGregor,Director of The British Museum,1,141.56329651656753,TEDGlobal 2011,global,"[944, 1598]","['archaeology', 'culture', 'global issues', 'history', 'world cultures']","[{'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 25, 'name': 'OK', 'count': 83}, {'id': 22, 'name': 'Fascinating', 'count': 645}, {'id': 8, 'name': 'Informative', 'count': 563}, {'id': 1, 'name': 'Beautiful', 'count': 111}, {'id': 3, 'name': 'Courageous', 'count': 74}, {'id': 10, 'name': 'Inspiring', 'count': 424}, {'id': 23, 'name': 'Jaw-dropping', 'count': 114}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 24, 'name': 'Persuasive', 'count': 147}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 9, 'name': 'Ingenious', 'count': 35}, {'id': 26, 'name': 'Obnoxious', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 13}]",111.0,22.0,74.0,645.0,13.0,563.0,35.0,424.0,114.0,46.0,83.0,21.0,147.0,17.0
1151,Chris Bliss: Comedy is translation,Comedy is translation,"Every act of communication is, in some way, an act of translation. Writer Chris Bliss talks about the way that great comedy can translate deep truths for a mass audience.","https://www.ted.com/talks/chris_bliss_comedy_is_translation
",16.0,2011-12-20,2012-02-21,2423,30,96,713999,Chris Bliss,Writer,1,151.4375,TEDxRainier,tedx,"[746, 2224]","['TEDx', 'comedy', 'communication', 'entertainment', 'humor', 'language', 'literature']","[{'id': 25, 'name': 'OK', 'count': 74}, {'id': 24, 'name': 'Persuasive', 'count': 184}, {'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 22, 'name': 'Fascinating', 'count': 79}, {'id': 8, 'name': 'Informative', 'count': 164}, {'id': 21, 'name': 'Unconvincing', 'count': 46}, {'id': 11, 'name': 'Longwinded', 'count': 47}, {'id': 7, 'name': 'Funny', 'count': 272}, {'id': 9, 'name': 'Ingenious', 'count': 110}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 2, 'name': 'Confusing', 'count': 19}]",21.0,19.0,10.0,79.0,272.0,164.0,110.0,164.0,15.0,47.0,74.0,22.0,184.0,46.0
1152,Shilo Shiv Suleman: Using tech to enable dreaming,Using tech to enable dreaming,"Has our technology -- our cell phones and iPods and cameras -- stopped us from dreaming? Young artist Shilo Shiv Suleman says no, as she demos ""Khoya,"" her new storybook for iPad, which floats us through a magical world in 7 minutes of pure creativity.","https://www.ted.com/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming
",7.6,2011-12-09,2012-02-22,1078,35,181,576918,Shilo Shiv Suleman,Artist,1,141.8421052631579,INK Conference,external,[],"['art', 'creativity']","[{'id': 21, 'name': 'Unconvincing', 'count': 85}, {'id': 25, 'name': 'OK', 'count': 110}, {'id': 22, 'name': 'Fascinating', 'count': 158}, {'id': 10, 'name': 'Inspiring', 'count': 212}, {'id': 1, 'name': 'Beautiful', 'count': 282}, {'id': 8, 'name': 'Informative', 'count': 36}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 7, 'name': 'Funny', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 9, 'name': 'Ingenious', 'count': 122}, {'id': 23, 'name': 'Jaw-dropping', 'count': 34}, {'id': 26, 'name': 'Obnoxious', 'count': 32}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 2, 'name': 'Confusing', 'count': 32}]",282.0,32.0,32.0,158.0,15.0,36.0,122.0,212.0,34.0,33.0,110.0,32.0,29.0,85.0
1153,"Shlomo Benartzi: Saving for tomorrow, tomorrow","Saving for tomorrow, tomorrow","It's easy to imagine saving money next week, but how about right now? Generally, we want to spend it. Economist Shlomo Benartzi says this is one of the biggest obstacles to saving enough for retirement, and asks: How do we turn this behavioral challenge into a behavioral solution?","https://www.ted.com/talks/shlomo_benartzi_saving_more_tomorrow
",17.75,2011-11-09,2012-02-23,2432,30,110,1332298,Shlomo Benartzi,Economist,1,137.01408450704224,TEDSalon NY2011,salon,[],"['behavioral economics', 'economics', 'money', 'psychology']","[{'id': 11, 'name': 'Longwinded', 'count': 75}, {'id': 2, 'name': 'Confusing', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 41}, {'id': 8, 'name': 'Informative', 'count': 389}, {'id': 24, 'name': 'Persuasive', 'count': 265}, {'id': 22, 'name': 'Fascinating', 'count': 76}, {'id': 23, 'name': 'Jaw-dropping', 'count': 14}, {'id': 10, 'name': 'Inspiring', 'count': 167}, {'id': 9, 'name': 'Ingenious', 'count': 59}, {'id': 26, 'name': 'Obnoxious', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 125}, {'id': 1, 'name': 'Beautiful', 'count': 15}, {'id': 3, 'name': 'Courageous', 'count': 27}, {'id': 7, 'name': 'Funny', 'count': 34}]",15.0,32.0,27.0,76.0,34.0,389.0,59.0,167.0,14.0,75.0,125.0,27.0,265.0,41.0
1154,Tan Le: My immigration story,My immigration story,"In 2010, technologist Tan Le took the TEDGlobal stage to demo a powerful new interface. But now, at TEDxWomen, she tells a very personal story: the story of her family -- mother, grandmother and sister -- fleeing Vietnam and building a new life.","https://www.ted.com/talks/tan_le_my_immigration_story
",12.266666666666667,2011-12-01,2012-02-24,1707,36,151,1072306,Tan Le,Entrepreneur,1,139.15760869565216,TEDxWomen 2011,tedx,[],"['TEDx', 'family', 'immigration', 'storytelling']","[{'id': 3, 'name': 'Courageous', 'count': 448}, {'id': 10, 'name': 'Inspiring', 'count': 628}, {'id': 1, 'name': 'Beautiful', 'count': 353}, {'id': 23, 'name': 'Jaw-dropping', 'count': 91}, {'id': 22, 'name': 'Fascinating', 'count': 130}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 8, 'name': 'Informative', 'count': 46}, {'id': 24, 'name': 'Persuasive', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 48}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 14}]",353.0,6.0,448.0,130.0,20.0,46.0,15.0,628.0,91.0,4.0,48.0,7.0,40.0,14.0
1155,Avi Rubin: All your devices can be hacked,All your devices can be hacked,"Could someone hack your pacemaker? Avi Rubin shows how hackers are compromising cars, smartphones and medical devices, and warns us about the dangers of an increasingly hack-able world.","https://www.ted.com/talks/avi_rubin_all_your_devices_can_be_hacked
",16.933333333333334,2011-10-29,2012-02-25,3121,24,100,1104692,Avi Rubin,Computer security expert,1,184.31102362204723,TEDxMidAtlantic,tedx,"[185, 425, 1283, 1487, 2004]","['Internet', 'TEDx', 'computers', 'hack', 'security', 'technology']","[{'id': 8, 'name': 'Informative', 'count': 619}, {'id': 22, 'name': 'Fascinating', 'count': 294}, {'id': 23, 'name': 'Jaw-dropping', 'count': 316}, {'id': 24, 'name': 'Persuasive', 'count': 146}, {'id': 9, 'name': 'Ingenious', 'count': 81}, {'id': 7, 'name': 'Funny', 'count': 47}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 1, 'name': 'Beautiful', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 27}, {'id': 21, 'name': 'Unconvincing', 'count': 6}]",11.0,9.0,18.0,294.0,47.0,619.0,81.0,53.0,316.0,27.0,102.0,7.0,146.0,6.0
1156,Jeffrey Kluger: The sibling bond,The sibling bond,"Were you the favorite child, the wild child or the middle child? Jeffrey Kluger explores the profound life-long bond between brothers and sisters, and the influence of birth order, favoritism and sibling rivalry.","https://www.ted.com/talks/jeffrey_kluger_the_sibling_bond
",20.9,2011-11-13,2012-02-26,0,0,90,418651,Jeffrey Kluger,"Senior Editor, TIME Magazine",1,0.0,TEDxAsheville,tedx,[],"['TEDx', 'anthropology', 'brain', 'compassion', 'family', 'happiness', 'humanity', 'life', 'psychology', 'science', 'sociology']","[{'id': 8, 'name': 'Informative', 'count': 341}, {'id': 10, 'name': 'Inspiring', 'count': 283}, {'id': 7, 'name': 'Funny', 'count': 170}, {'id': 25, 'name': 'OK', 'count': 78}, {'id': 24, 'name': 'Persuasive', 'count': 152}, {'id': 22, 'name': 'Fascinating', 'count': 178}, {'id': 1, 'name': 'Beautiful', 'count': 131}, {'id': 3, 'name': 'Courageous', 'count': 22}, {'id': 9, 'name': 'Ingenious', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 29}, {'id': 11, 'name': 'Longwinded', 'count': 40}, {'id': 26, 'name': 'Obnoxious', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 2, 'name': 'Confusing', 'count': 20}]",131.0,20.0,22.0,178.0,170.0,341.0,19.0,283.0,19.0,40.0,78.0,8.0,152.0,29.0
1157,Kevin Allocca: Why videos go viral,Why videos go viral,"Kevin Allocca is YouTube's trends manager, and he has deep thoughts about silly web video. In this talk from TEDYouth, he shares the 4 reasons a video goes viral.","https://www.ted.com/talks/kevin_allocca_why_videos_go_viral
",7.333333333333333,2011-11-19,2012-02-27,993,38,212,2145157,Kevin Allocca,YouTube trends manager,1,135.4090909090909,TEDYouth 2011,youth,[709],"['TEDYouth', 'entertainment', 'online video', 'social media']","[{'id': 10, 'name': 'Inspiring', 'count': 208}, {'id': 7, 'name': 'Funny', 'count': 1011}, {'id': 11, 'name': 'Longwinded', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 22, 'name': 'Fascinating', 'count': 304}, {'id': 8, 'name': 'Informative', 'count': 517}, {'id': 25, 'name': 'OK', 'count': 152}, {'id': 24, 'name': 'Persuasive', 'count': 79}, {'id': 23, 'name': 'Jaw-dropping', 'count': 41}, {'id': 9, 'name': 'Ingenious', 'count': 54}, {'id': 1, 'name': 'Beautiful', 'count': 31}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 2, 'name': 'Confusing', 'count': 11}]",31.0,11.0,15.0,304.0,1011.0,517.0,54.0,208.0,41.0,14.0,152.0,22.0,79.0,38.0
1158,Paul Snelgrove: A census of the ocean,A census of the ocean,Oceanographer Paul Snelgrove shares the results of a ten-year project with one goal: to take a census of all the life in the oceans. He shares amazing photos of some of the surprising finds of the Census of Marine Life.,"https://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean
",16.783333333333335,2011-07-14,2012-02-28,3544,20,24,293342,Paul Snelgrove,Marine biologist,1,211.1618669314796,TEDGlobal 2011,global,"[64, 107, 230, 290, 388, 392, 666, 673, 678, 683, 699, 727, 739, 752, 765, 783, 816, 1090, 1159, 1748, 2102, 2108, 2137, 2156, 2238, 2360, 2461]","['biology', 'collaboration', 'fish', 'oceans', 'photography']","[{'id': 8, 'name': 'Informative', 'count': 125}, {'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 25, 'name': 'OK', 'count': 15}, {'id': 1, 'name': 'Beautiful', 'count': 40}, {'id': 10, 'name': 'Inspiring', 'count': 45}, {'id': 9, 'name': 'Ingenious', 'count': 7}, {'id': 23, 'name': 'Jaw-dropping', 'count': 29}, {'id': 24, 'name': 'Persuasive', 'count': 37}, {'id': 3, 'name': 'Courageous', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 1}]",40.0,5.0,5.0,84.0,1.0,125.0,7.0,45.0,29.0,7.0,15.0,2.0,37.0,2.0
1159,Daniel Pauly: The ocean's shifting baseline,The ocean's shifting baseline,"The ocean has degraded within our lifetimes, as shown in the decreasing average size of fish. And yet, as Daniel Pauly shows us onstage at Mission Blue, each time the baseline drops, we call it the new ""normal."" At what point do we stop readjusting downward?","https://www.ted.com/talks/daniel_pauly_the_ocean_s_shifting_baseline
",9.033333333333333,2010-04-10,2012-02-28,1163,26,27,224768,Daniel Pauly,Fisheries biologist,1,128.74538745387454,Mission Blue Voyage,external,"[388, 635, 678, 683, 699, 1158, 1748, 2102, 2137]","['animals', 'biodiversity', 'climate change', 'conservation', 'data', 'ecology', 'environment', 'fish', 'future', 'mission blue', 'oceans', 'pollution', 'population', 'prediction', 'science']","[{'id': 8, 'name': 'Informative', 'count': 110}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 24, 'name': 'Persuasive', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 34}, {'id': 22, 'name': 'Fascinating', 'count': 16}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 9}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 7, 'name': 'Funny', 'count': 7}]",6.0,3.0,10.0,16.0,7.0,110.0,10.0,34.0,9.0,5.0,18.0,1.0,84.0,3.0
1160,Peter Diamandis: Abundance is our future,Abundance is our future,"Onstage at TED2012, Peter Diamandis makes a case for optimism -- that we'll invent, innovate and create ways to solve the challenges that loom over us. ""I’m not saying we don’t have our set of problems; we surely do. But ultimately, we knock them down.”","https://www.ted.com/talks/peter_diamandis_abundance_is_our_future
",16.233333333333334,2012-02-28,2012-02-29,2355,30,445,1363726,Peter Diamandis,Space activist,1,145.0718685831622,TED2012,main,"[44, 461, 2144]","['cities', 'invention', 'sustainability', 'technology']","[{'id': 24, 'name': 'Persuasive', 'count': 472}, {'id': 10, 'name': 'Inspiring', 'count': 1126}, {'id': 23, 'name': 'Jaw-dropping', 'count': 199}, {'id': 8, 'name': 'Informative', 'count': 397}, {'id': 22, 'name': 'Fascinating', 'count': 409}, {'id': 9, 'name': 'Ingenious', 'count': 107}, {'id': 3, 'name': 'Courageous', 'count': 113}, {'id': 1, 'name': 'Beautiful', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 129}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 7, 'name': 'Funny', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 15}]",55.0,13.0,113.0,409.0,4.0,397.0,107.0,1126.0,199.0,15.0,51.0,29.0,472.0,129.0
1161,Paul Gilding: The Earth is full,The Earth is full,"Have we used up all our resources? Have we filled up all the livable space on Earth? Paul Gilding suggests we have, and the possibility of devastating consequences, in a talk that's equal parts terrifying and, oddly, hopeful.","https://www.ted.com/talks/paul_gilding_the_earth_is_full
",16.766666666666666,2012-02-28,2012-02-29,2339,30,786,1174189,Paul Gilding,Writer,1,139.50298210735588,TED2012,main,"[160, 214, 506, 559, 618, 755, 782, 989, 1093, 1484, 2005, 2044, 2058, 2134]","['activism', 'agriculture', 'alternative energy', 'cities', 'climate change', 'economics', 'energy', 'environment', 'future', 'green', 'science', 'solar energy', 'sustainability', 'technology']","[{'id': 26, 'name': 'Obnoxious', 'count': 86}, {'id': 24, 'name': 'Persuasive', 'count': 662}, {'id': 3, 'name': 'Courageous', 'count': 381}, {'id': 10, 'name': 'Inspiring', 'count': 528}, {'id': 25, 'name': 'OK', 'count': 117}, {'id': 8, 'name': 'Informative', 'count': 331}, {'id': 23, 'name': 'Jaw-dropping', 'count': 203}, {'id': 21, 'name': 'Unconvincing', 'count': 336}, {'id': 22, 'name': 'Fascinating', 'count': 129}, {'id': 2, 'name': 'Confusing', 'count': 45}, {'id': 11, 'name': 'Longwinded', 'count': 120}, {'id': 1, 'name': 'Beautiful', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 45}, {'id': 7, 'name': 'Funny', 'count': 2}]",34.0,45.0,381.0,129.0,2.0,331.0,45.0,528.0,203.0,120.0,117.0,86.0,662.0,336.0
